Serial,Time,Number,Angle,FA R,FA T,3Beam Tilt,Beam Size,GT shift,Area,Peak Ratio,Parallelism,Absolute Center X,Absolute Center Y,Beam Center X,Beam Center Y,Peak Center X,Peak Center Y,Distance,Beam Shift R(x),Beam Shift T(y),HRim Loc X,HRim Loc Y,VRim Loc X,VRim Loc Y,HRim Value,VRim Value,Error
,15:33:39,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:39,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:39,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:40,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:40,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:40,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:40,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:40,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:40,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:40,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:40,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:40,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:41,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:41,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:41,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:41,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:41,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:41,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:41,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:41,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:41,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:42,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:42,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:42,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:42,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:42,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:42,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:42,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:42,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:42,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:42,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:43,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:43,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:43,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:43,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:43,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:43,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:43,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:43,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:43,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:44,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:44,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:44,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:44,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:44,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:44,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:44,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:44,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:44,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:45,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:45,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:45,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:45,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:45,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:45,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:45,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:45,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:45,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:45,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:46,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:46,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:46,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:46,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:46,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:46,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:46,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:46,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:46,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:47,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:47,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:47,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:47,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:47,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:47,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:47,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:47,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:47,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:47,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:48,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:48,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:48,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:48,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:48,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:48,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:48,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:48,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:48,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:49,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:49,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:49,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:49,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:49,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:49,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:49,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:49,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:49,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:50,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:50,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:50,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:50,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:50,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:50,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:50,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:50,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:50,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:50,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:51,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:51,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:51,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:51,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:51,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:51,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:51,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:51,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:51,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:52,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:52,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:52,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:52,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:52,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:52,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:52,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:52,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:52,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:52,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:53,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:53,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:53,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:53,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:53,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:53,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:53,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:53,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:53,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:54,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:54,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:54,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:54,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:54,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:54,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:54,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:54,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:54,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:55,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:55,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:55,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:55,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:55,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:55,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:55,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:55,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:55,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:55,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:56,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:56,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:56,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:56,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:56,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:56,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:56,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:56,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:56,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:57,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:57,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:57,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:57,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:57,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:57,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:57,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:57,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:57,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:58,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:58,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:58,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:58,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:58,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:58,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:58,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:58,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:58,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:58,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:59,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:59,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:59,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:59,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:59,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:59,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:59,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:59,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:33:59,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:34:00,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:34:00,0, 0.097, 0.024, 0.094,75.964, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:34:00,0, 0.844, 0.843, 0.047, 3.209, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:34:00,0, 0.071, 0.000, 0.071,90.000, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:34:00,0, 0.556,-0.551, 0.071,172.674, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:34:00,0, 1.152,-1.150, 0.079,176.082, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:34:00,0, 1.680,-1.677, 0.094,176.775, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:34:00,0, 0.578,-0.063,-0.575,83.746, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:34:00,0, 0.590,-0.094,-0.583,80.789, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:34:00,0, 1.838,-1.756,-0.543,17.193, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:34:01,0, 0.470,-0.457,-0.110,13.570, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
,15:34:01,0, 0.789, 0.787, 0.047, 3.434, 4.672,,16.103,,, 0.000, 0.000, 0.000, 0.000,,,,,,,1
